order_id,customer_id,order_date,status,region_code
ORD0385,CUST0138,2026-04-15 22:59:50,PLACED,SOUTH
ORD0386,CUST0470,2024-11-07 00:55:35,CANCELLED,NORTH
ORD0387,CUST0204,2025-06-21 17:51:30,SHIPPED,EAST
ORD0388,CUST0250,2026-05-22 20:35:33,RETURNED,SOUTH
ORD0389,CUST0148,2025-11-26 02:18:24,CANCELLED,WEST
ORD0390,CUST0439,2026-06-28 21:37:16,RETURNED,EAST
ORD0391,CUST0434,2024-08-22 11:13:06,DELIVERED,SOUTH
ORD0392,CUST0203,2026-07-23 04:16:18,SHIPPED,WEST
ORD0393,CUST0399,2025-02-14 02:55:50,PLACED,EAST
ORD0394,CUST0174,2024-10-24 19:28:28,SHIPPED,SOUTH
ORD0395,CUST0429,2025-08-01 10:28:51,RETURNED,SOUTH
ORD0396,CUST0411,2024-12-05 18:44:11,SHIPPED,EAST
ORD0397,CUST0355,2025-09-13 13:17:40,DELIVERED,EAST
ORD0398,CUST0404,2024-11-26 08:29:42,RETURNED,EAST
ORD0399,CUST0029,2026-01-27 07:43:00,DELIVERED,NORTH
ORD0400,CUST0098,2025-09-04 01:38:55,RETURNED,SOUTH
ORD0401,CUST0426,2026-07-13 15:58:21,RETURNED,SOUTH
ORD0402,UNKNOWN,2026-05-25 20:18:23,CANCELLED,WEST
ORD0403,CUST0327,2025-09-15 17:10:22,DELIVERED,NORTH
ORD0404,CUST0481,2024-09-01 19:30:46,CANCELLED,WEST
ORD0405,CUST0018,2024-10-30 18:31:19,CANCELLED,NORTH
ORD0406,CUST0046,2026-02-25 04:00:14,PLACED,EAST
ORD0407,CUST0335,2025-05-12 14:54:01,RETURNED,EAST
ORD0408,CUST0433,2025-08-30 18:44:52,CANCELLED,EAST
ORD0409,CUST0107,2025-01-24 13:48:46,SHIPPED,EAST
ORD0410,CUST0449,2024-12-22 15:20:57,SHIPPED,EAST
ORD0411,CUST0043,2026-03-11 15:52:55,SHIPPED,SOUTH
ORD0412,CUST0250,2024-10-08 02:40:59,SHIPPED,WEST
ORD0413,CUST0291,2024-09-24 01:59:13,RETURNED,SOUTH
ORD0414,CUST0038,2025-05-25 11:14:24,DELIVERED,NORTH
ORD0415,CUST0149,2025-09-20 19:27:39,SHIPPED,EAST
ORD0416,CUST0404,2025-12-03 10:52:40,SHIPPED,EAST
ORD0417,CUST0283,2025-10-23 14:05:25,DELIVERED,WEST
ORD0418,CUST0227,2025-02-06 11:28:23,RETURNED,WEST
ORD0419,CUST0146,2025-04-04 21:12:39,SHIPPED,NORTH
ORD0420,CUST0309,2024-12-27 08:07:35,RETURNED,SOUTH
ORD0421,CUST0231,2024-10-16 09:14:13,PLACED,EAST
ORD0422,CUST0130,2025-12-21 03:59:43,PLACED,SOUTH
ORD0423,CUST0388,2025-06-02 09:56:18,PLACED,SOUTH
ORD0424,CUST0261,2025-10-11 07:53:17,DELIVERED,WEST
ORD0425,CUST0214,2025-11-15 17:49:42,RETURNED,SOUTH
ORD0426,CUST0044,2026-01-14 06:39:42,SHIPPED,SOUTH
ORD0427,CUST0112,2026-03-24 07:09:01,CANCELLED,SOUTH
ORD0428,CUST0320,2025-06-02 08:10:22,PLACED,EAST
ORD0429,CUST0432,2025-01-26 04:29:20,DELIVERED,WEST
ORD0430,CUST0122,2025-11-26 13:31:35,RETURNED,SOUTH
ORD0431,CUST0145,2026-03-12 19:52:11,SHIPPED,WEST
ORD0432,CUST0263,2024-12-26 19:57:03,RETURNED,SOUTH
ORD0433,CUST0012,2025-02-19 14:41:47,SHIPPED,SOUTH
ORD0434,CUST0452,2025-11-28 19:12:54,RETURNED,SOUTH
ORD0435,CUST0006,2024-11-21 00:19:39,SHIPPED,WEST
ORD0436,CUST0205,2026-05-06 10:43:00,RETURNED,EAST
ORD0437,CUST0290,2025-02-20 03:23:33,PLACED,EAST
ORD0438,CUST0025,2026-04-10 12:36:31,SHIPPED,NORTH
ORD0439,CUST0466,2025-05-10 09:25:26,PLACED,SOUTH
ORD0440,CUST0001,2025-12-16 04:29:22,DELIVERED,NORTH
ORD0441,CUST0384,2024-12-16 09:08:51,DELIVERED,SOUTH
ORD0442,CUST0016,2026-03-04 17:07:07,PLACED,WEST
ORD0443,CUST0227,2026-05-24 08:37:19,SHIPPED,WEST
ORD0444,CUST0130,2024-12-25 02:50:54,DELIVERED,NORTH
ORD0445,CUST0094,2025-10-23 08:16:10,PLACED,WEST
ORD0446,CUST0208,2025-11-28 19:21:45,DELIVERED,WEST
ORD0447,CUST0139,2024-11-20 18:02:44,CANCELLED,EAST
ORD0448,CUST0174,2025-04-07 20:39:16,SHIPPED,SOUTH
ORD0449,CUST0475,2025-09-23 09:55:57,PLACED,WEST
ORD0450,CUST0373,2025-07-26 13:57:00,CANCELLED,NORTH
ORD0451,CUST0447,2024-09-13 14:25:16,DELIVERED,SOUTH
ORD0452,CUST0034,2024-12-31 17:20:31,RETURNED,EAST
ORD0453,CUST0175,2025-11-24 01:21:09,SHIPPED,NORTH
ORD0454,CUST0208,2026-03-21 20:59:19,SHIPPED,EAST
ORD0455,CUST0153,2024-09-23 11:02:02,RETURNED,NORTH
ORD0456,CUST0170,2025-06-06 16:15:41,RETURNED,EAST
ORD0457,CUST0265,2025-08-15 21:41:43,CANCELLED,WEST
ORD0458,CUST0137,2026-07-13 21:55:12,PLACED,WEST
ORD0459,CUST0244,2024-08-15 23:02:44,SHIPPED,WEST
ORD0460,CUST0385,2025-05-29 08:53:22,PLACED,SOUTH
ORD0461,CUST0345,2025-03-14 18:36:57,SHIPPED,EAST
ORD0462,CUST0322,2025-06-16 20:14:50,SHIPPED,NORTH
ORD0463,CUST0245,2026-07-24 07:03:20,DELIVERED,NORTH
ORD0464,CUST0318,2026-06-30 15:31:48,PLACED,WEST
ORD0465,CUST0147,2025-08-12 12:56:59,RETURNED,NORTH
ORD0466,CUST0248,2025-08-09 20:07:33,CANCELLED,SOUTH
ORD0467,CUST0196,2025-12-25 20:09:01,CANCELLED,WEST
ORD0468,CUST0188,2025-04-23 15:16:31,SHIPPED,SOUTH
ORD0469,CUST0213,2025-09-12 23:45:18,PLACED,WEST
ORD0470,UNKNOWN,2026-01-07 21:46:14,DELIVERED,EAST
ORD0471,CUST0465,2025-10-29 16:21:27,RETURNED,SOUTH
ORD0472,CUST0405,2024-11-08 22:02:53,PLACED,EAST
ORD0473,CUST0352,2025-05-28 10:37:10,DELIVERED,EAST
ORD0474,UNKNOWN,2025-02-28 16:16:30,SHIPPED,WEST
ORD0475,CUST0104,2026-02-24 11:26:15,SHIPPED,NORTH
ORD0476,UNKNOWN,2024-10-27 16:24:08,CANCELLED,WEST
ORD0477,CUST0394,2025-05-20 16:56:49,RETURNED,NORTH
ORD0478,CUST0021,2026-04-28 22:19:46,CANCELLED,EAST
ORD0479,CUST0178,2026-05-17 18:11:07,CANCELLED,NORTH
ORD0480,CUST0170,2025-09-22 06:39:08,RETURNED,NORTH
ORD0481,CUST0390,2026-03-07 21:23:31,PLACED,WEST
ORD0482,CUST0168,2024-11-21 10:59:14,CANCELLED,NORTH
ORD0483,CUST0082,2024-10-31 20:05:22,DELIVERED,WEST
ORD0484,CUST0470,2025-09-29 12:46:19,SHIPPED,NORTH
ORD0485,CUST0096,2025-06-20 11:19:18,SHIPPED,SOUTH
ORD0486,CUST0381,2025-11-17 03:15:23,CANCELLED,NORTH
ORD0487,CUST0354,2024-10-30 10:35:05,PLACED,WEST
ORD0488,CUST0190,2024-11-09 04:47:45,SHIPPED,WEST
ORD0489,CUST0390,2025-11-23 12:48:57,SHIPPED,WEST
ORD0490,CUST0008,2026-03-06 06:26:00,DELIVERED,SOUTH
ORD0491,CUST0028,2025-08-06 04:26:53,SHIPPED,SOUTH
ORD0492,CUST0334,2025-03-04 20:00:47,CANCELLED,NORTH
ORD0493,CUST0112,2026-07-19 10:11:44,DELIVERED,WEST
ORD0494,CUST0235,2025-10-13 05:39:07,PLACED,SOUTH
ORD0495,CUST0416,2024-11-19 09:30:29,RETURNED,NORTH
ORD0496,CUST0352,2025-12-06 13:24:39,RETURNED,NORTH
ORD0497,CUST0395,2025-03-20 20:50:11,PLACED,NORTH
ORD0498,CUST0041,2025-03-25 23:09:36,SHIPPED,SOUTH
ORD0499,CUST0392,2026-01-28 10:05:04,DELIVERED,WEST
ORD0500,CUST0224,2025-08-11 14:40:29,RETURNED,EAST
